"","Cancer Site","Year","Tumour Type","Age","Region","Gender","Deprivation","Ethnicity - White","Ethnicity - Asian excl Chinese","Ethnicity - Black","Ethnicity - Chinese","Ethnicity - Mixed","Ethnicity - Other","Ethnicity - Unknown","Death Certificate Only"
"5919","Skin tumours","2013-2015","Skin cancer","Age 40+","North West","Female","All","803","1","0","0","1","1","45",".b"
"5920","Skin tumours","2013-2015","Skin cancer","Age 40+","North West","Male","All","1618","0","3","2","0","1","61",".b"
"5921","Skin tumours","2013-2015","Skin cancer","Age 40+","South East","Female","All","966","1","0","0","1","4","72",".b"
"5922","Skin tumours","2013-2015","Skin cancer","Age 40+","South East","Male","All","2186","0","1","0","1","7","100",".b"
"5923","Skin tumours","2013-2015","Skin cancer","Age 40+","South West","Female","All","995","0","1","1","0","3","44",".b"
"5924","Skin tumours","2013-2015","Skin cancer","Age 40+","South West","Male","All","2269","0","0","0","1","2","47",".b"
"5925","Skin tumours","2013-2015","Skin cancer","Age 40+","East of England","Female","All","955","1","0","0","1","0","57",".b"
"5926","Skin tumours","2013-2015","Skin cancer","Age 40+","East of England","Male","All","1909","0","1","0","7","0","68",".b"
"5927","Skin tumours","2013-2015","Skin cancer","Age 40+","London","Female","All","438","0","1","0","0","4","20",".b"
"5928","Skin tumours","2013-2015","Skin cancer","Age 40+","London","Male","All","677","0","0","0","0","8","15",".b"
"5929","Skin tumours","2013-2015","Skin cancer","Age 40+","Midlands","Female","All","1200","0","0","0","1","1","56",".b"
"5930","Skin tumours","2013-2015","Skin cancer","Age 40+","Midlands","Male","All","2377","0","1","0","2","1","58",".b"
"5931","Skin tumours","2013-2015","Skin cancer","Age 40+","North East and Yorkshire","Female","All","852","0","0","0","0","0","33",".b"
"5932","Skin tumours","2013-2015","Skin cancer","Age 40+","North East and Yorkshire","Male","All","1499","0","0","0","1","1","30",".b"
"5933","Skin tumours","2013-2015","Skin cancer","Age 40+","North West","Female","All","879","0","0","0","0","0","43",".b"
"5934","Skin tumours","2013-2015","Skin cancer","Age 40+","North West","Male","All","1431","0","0","0","1","2","42",".b"
"5935","Skin tumours","2013-2015","Skin cancer","Age 40+","South East","Female","All","1079","0","0","0","0","7","54",".b"
"5936","Skin tumours","2013-2015","Skin cancer","Age 40+","South East","Male","All","2610","1","0","0","3","6","67",".b"
"5937","Skin tumours","2013-2015","Skin cancer","Age 40+","South West","Female","All","1184","1","0","0","0","1","20",".b"
"5938","Skin tumours","2013-2015","Skin cancer","Age 40+","South West","Male","All","2427","0","0","0","1","1","22",".b"
"5939","Skin tumours","2013-2015","Skin cancer","All","All England","Female","All","2385","40","33","1","5","24","70","0"
"5940","Skin tumours","2013-2015","Skin cancer","All","All England","Female","All","1363","25","22","0","3","13","29","0"
"5941","Skin tumours","2013-2015","Skin cancer","Age 00-69","All England","Female","All","681","12","19","0","3","6","17","0"
"5942","Skin tumours","2013-2015","Skin cancer","Age 70+","All England","Female","All","682","13","3","0","0","7","12","0"
"5943","Skin tumours","2013-2015","Skin cancer","All","All England","Female","All","504","10","5","1","1","7","15","0"
"5944","Skin tumours","2013-2015","Skin cancer","All","All England","Female","All","518","5","6","0","1","4","26","0"
"5945","Skin tumours","2013-2015","Skin cancer","All","All England","Male","All","1350","33","12","0","4","25","50","0"
"5946","Skin tumours","2013-2015","Skin cancer","All","All England","Male","All","665","17","5","0","3","16","27","0"
"5947","Skin tumours","2013-2015","Skin cancer","Age 00-69","All England","Male","All","377","8","2","0","2","14","21","0"
"5948","Skin tumours","2013-2015","Skin cancer","Age 70+","All England","Male","All","288","9","3","0","1","2","6","0"
"5949","Skin tumours","2013-2015","Skin cancer","All","All England","Male","All","222","4","2","0","1","4","7","0"
"5950","Skin tumours","2013-2015","Skin cancer","All","All England","Male","All","463","12","5","0","0","5","16","0"
"5951","Skin tumours","2013-2015","Skin cancer","Age 00-39","All England","Female","All","107","3","4","0","1","1","21","0"
"5952","Skin tumours","2013-2015","Skin cancer","Age 00-39","All England","Male","All","114","3","3","0","0","4","44","0"
"5953","Skin tumours","2013-2015","Skin cancer","Age 40+","East of England","Female","All","116","0","0","0","0","0","6","0"
"5954","Skin tumours","2013-2015","Skin cancer","Age 40+","East of England","Male","All","807","0","1","0","2","1","34","0"
"5955","Skin tumours","2013-2015","Skin cancer","Age 40+","Midlands","Female","All","182","0","0","0","0","0","9","0"
"5956","Skin tumours","2013-2015","Skin cancer","Age 40+","Midlands","Male","All","1167","2","0","0","0","7","42","1"
"5957","Skin tumours","2013-2015","Skin cancer","Age 40+","North East and Yorkshire","Female","All","130","1","0","0","1","1","11","0"
"5958","Skin tumours","2013-2015","Skin cancer","Age 40+","North East and Yorkshire","Male","All","835","0","0","0","0","0","58","0"
"5959","Skin tumours","2013-2015","Skin cancer","Age 40+","North West","Female","All","142","0","0","0","0","0","3","1"
"5960","Skin tumours","2013-2015","Skin cancer","Age 40+","North West","Male","All","763","1","0","0","1","1","17","0"
"5961","Skin tumours","2013-2015","Skin cancer","Age 40+","South East","Female","All","189","0","1","0","0","0","13","0"
"5962","Skin tumours","2013-2015","Skin cancer","Age 40+","South East","Male","All","1229","0","0","0","0","5","73","0"
"5963","Skin tumours","2013-2015","Skin cancer","Age 40+","South West","Female","All","129","0","0","0","0","1","9","0"
"5964","Skin tumours","2013-2015","Skin cancer","Age 40+","South West","Male","All","946","0","0","0","0","3","39","1"
"5965","Skin tumours","2013-2015","Skin cancer","Age 40+","East of England","Female","All","152","0","0","0","0","0","14","0"
"5966","Skin tumours","2013-2015","Skin cancer","Age 40+","East of England","Male","All","313","0","0","0","0","0","41","0"
"5967","Skin tumours","2013-2015","Skin cancer","Age 40+","Midlands","Female","All","240","0","1","0","0","1","34","0"
"5968","Skin tumours","2013-2015","Skin cancer","Age 40+","Midlands","Male","All","526","2","0","0","0","0","64","0"
"5969","Skin tumours","2013-2015","Skin cancer","Age 40+","North East and Yorkshire","Female","All","198","0","0","0","0","2","21","0"
"5970","Skin tumours","2013-2015","Skin cancer","Age 40+","North East and Yorkshire","Male","All","378","2","0","0","0","1","55","0"
"5971","Skin tumours","2013-2015","Skin cancer","Age 40+","North West","Female","All","203","0","0","0","0","0","16","0"
"5972","Skin tumours","2013-2015","Skin cancer","Age 40+","North West","Male","All","336","0","0","0","1","0","21","0"
"5973","Skin tumours","2013-2015","Skin cancer","Age 40+","South East","Female","All","202","1","0","0","0","1","49","0"
"5974","Skin tumours","2013-2015","Skin cancer","Age 40+","South East","Male","All","498","0","0","0","1","7","92","0"
"5975","Skin tumours","2013-2015","Skin cancer","Age 40+","South West","Female","All","208","0","0","0","1","0","36","0"
"5976","Skin tumours","2013-2015","Skin cancer","Age 40+","South West","Male","All","426","0","0","0","0","1","43","0"
"5977","Skin tumours","2013-2015","Skin cancer","Age 40+","East of England","Female","All","232","0","0","0","0","0","8","0"
"5978","Skin tumours","2013-2015","Skin cancer","Age 40+","East of England","Male","All","520","1","0","0","0","1","21","0"
"5979","Skin tumours","2013-2015","Skin cancer","Age 40+","London","Female","All","144","1","0","0","1","0","13","0"
"5980","Skin tumours","2013-2015","Skin cancer","Age 40+","London","Male","All","303","0","1","0","0","4","12","0"
"5981","Skin tumours","2013-2015","Skin cancer","Age 40+","Midlands","Female","All","413","1","0","0","0","1","25","0"
"5982","Skin tumours","2013-2015","Skin cancer","Age 40+","Midlands","Male","All","845","0","1","0","1","1","44","0"
"5983","Skin tumours","2013-2015","Skin cancer","Age 40+","North East and Yorkshire","Female","All","330","1","0","0","0","0","49","0"
"5984","Skin tumours","2013-2015","Skin cancer","Age 40+","North East and Yorkshire","Male","All","620","0","0","0","0","0","35","0"
"5985","Skin tumours","2013-2015","Skin cancer","Age 40+","North West","Female","All","338","0","1","0","0","0","16","0"
"5986","Skin tumours","2013-2015","Skin cancer","Age 40+","North West","Male","All","558","0","1","0","0","1","17","0"
"5987","Skin tumours","2013-2015","Skin cancer","Age 40+","South East","Female","All","393","0","0","0","0","4","54","0"
"5988","Skin tumours","2013-2015","Skin cancer","Age 40+","South East","Male","All","804","1","0","0","1","2","72","0"
"5989","Skin tumours","2013-2015","Skin cancer","Age 40+","South West","Female","All","370","0","0","0","0","1","25","0"
"5990","Skin tumours","2013-2015","Skin cancer","Age 40+","South West","Male","All","709","0","0","0","0","2","32","0"
"5991","Skin tumours","2013-2015","Skin cancer","Age 40+","East of England","Female","All","645","0","0","1","2","2","29","0"
"5992","Skin tumours","2013-2015","Skin cancer","Age 40+","East of England","Male","All","649","0","0","0","3","0","23","0"
"5993","Skin tumours","2013-2015","Skin cancer","Age 40+","London","Female","All","399","3","0","1","1","5","22","0"
"5994","Skin tumours","2013-2015","Skin cancer","Age 40+","London","Male","All","469","3","0","1","0","5","16","0"
"5995","Skin tumours","2013-2015","Skin cancer","Age 40+","Midlands","Female","All","936","0","2","0","0","5","52","0"
"5996","Skin tumours","2013-2015","Skin cancer","Age 40+","Midlands","Male","All","1017","1","1","0","2","1","36","0"
"5997","Skin tumours","2013-2015","Skin cancer","Age 40+","North East and Yorkshire","Female","All","687","1","0","1","0","0","80","0"
"5998","Skin tumours","2013-2015","Skin cancer","Age 40+","North East and Yorkshire","Male","All","770","0","0","0","0","2","46","0"
"5999","Skin tumours","2013-2015","Skin cancer","Age 40+","North West","Female","All","639","0","0","0","0","0","27","0"
"6000","Skin tumours","2013-2015","Skin cancer","Age 40+","North West","Male","All","609","0","0","0","1","0","15","0"
"6001","Skin tumours","2013-2015","Skin cancer","Age 40+","South East","Female","All","1060","0","0","0","0","3","88","0"
"6002","Skin tumours","2013-2015","Skin cancer","Age 40+","South East","Male","All","1144","0","0","0","1","7","63","1"
"6003","Skin tumours","2013-2015","Skin cancer","Age 40+","South West","Female","All","883","0","0","0","0","1","64","1"
"6004","Skin tumours","2013-2015","Skin cancer","Age 40+","South West","Male","All","857","0","0","0","0","1","36","0"
"6005","Skin tumours","2013-2015","Skin cancer","Age 40+","East of England","Female","All","124","0","0","0","0","1","19","0"
"6006","Skin tumours","2013-2015","Skin cancer","Age 40+","East of England","Male","All","195","0","0","1","0","0","25","0"
"6007","Skin tumours","2013-2015","Skin cancer","Age 40+","Midlands","Female","All","206","0","1","0","0","0","27","0"
"6008","Skin tumours","2013-2015","Skin cancer","Age 40+","Midlands","Male","All","285","0","0","0","1","2","33","0"
"6009","Skin tumours","2013-2015","Skin cancer","Age 40+","North East and Yorkshire","Female","All","147","0","0","0","0","1","25","0"
"6010","Skin tumours","2013-2015","Skin cancer","Age 40+","North East and Yorkshire","Male","All","231","0","0","0","0","2","34","0"
"6011","Skin tumours","2013-2015","Skin cancer","Age 40+","North West","Female","All","168","0","0","0","0","0","17","0"
"6012","Skin tumours","2013-2015","Skin cancer","Age 40+","North West","Male","All","243","0","2","0","0","0","18","0"
"6013","Skin tumours","2013-2015","Skin cancer","Age 40+","South East","Female","All","186","0","0","1","0","1","45","0"
"6014","Skin tumours","2013-2015","Skin cancer","Age 40+","South East","Male","All","303","1","1","0","0","4","66","0"
"6015","Skin tumours","2013-2015","Skin cancer","Age 40+","South West","Female","All","179","0","0","0","1","1","34","0"
"6016","Skin tumours","2013-2015","Skin cancer","Age 40+","South West","Male","All","269","0","0","0","0","1","43","0"
"6017","Skin tumours","2013-2015","Skin cancer","Age 40+","East of England","Female","All","163","0","0","0","0","0","12","0"
"6018","Skin tumours","2013-2015","Skin cancer","Age 40+","East of England","Male","All","293","0","0","0","0","2","17","0"
"6019","Skin tumours","2013-2015","Skin cancer","Age 40+","Midlands","Female","All","268","0","0","0","0","0","19","0"
"6020","Skin tumours","2013-2015","Skin cancer","Age 40+","Midlands","Male","All","390","0","0","0","0","1","32","0"
"6021","Skin tumours","2013-2015","Skin cancer","Age 40+","North East and Yorkshire","Female","All","197","0","0","0","0","1","21","0"
"6022","Skin tumours","2013-2015","Skin cancer","Age 40+","North East and Yorkshire","Male","All","362","0","0","0","0","0","36","0"
"6023","Skin tumours","2013-2015","Skin cancer","Age 40+","North West","Female","All","227","0","0","0","0","0","15","0"
"6024","Skin tumours","2013-2015","Skin cancer","Age 40+","North West","Male","All","331","0","0","0","0","0","11","0"
"6025","Skin tumours","2013-2015","Skin cancer","Age 40+","South East","Female","All","287","0","0","0","0","3","32","0"
"6026","Skin tumours","2013-2015","Skin cancer","Age 40+","South East","Male","All","471","1","0","0","1","2","53","0"
"6027","Skin tumours","2013-2015","Skin cancer","Age 40+","South West","Female","All","252","0","0","0","0","1","28","0"
"6028","Skin tumours","2013-2015","Skin cancer","Age 40+","South West","Male","All","387","0","0","0","0","1","31","0"
"6029","Skin tumours","2013-2015","Skin cancer","Age 40+","East of England","Female","All","279","0","0","0","0","0","21","0"
"6030","Skin tumours","2013-2015","Skin cancer","Age 40+","East of England","Male","All","302","0","0","1","2","2","15","0"
"6031","Skin tumours","2013-2015","Skin cancer","Age 40+","London","Female","All","204","1","0","0","1","0","13","0"
"6032","Skin tumours","2013-2015","Skin cancer","Age 40+","London","Male","All","178","1","0","0","2","6","7","0"
"6033","Skin tumours","2013-2015","Skin cancer","Age 40+","Midlands","Female","All","440","0","1","0","1","1","27","0"
"6034","Skin tumours","2013-2015","Skin cancer","Age 40+","Midlands","Male","All","499","3","0","0","0","0","20","0"
"6035","Skin tumours","2013-2015","Skin cancer","Age 40+","North East and Yorkshire","Female","All","308","0","0","0","0","1","34","0"
"6036","Skin tumours","2013-2015","Skin cancer","Age 40+","North East and Yorkshire","Male","All","316","0","0","0","0","1","25","0"
"6037","Skin tumours","2013-2015","Skin cancer","Age 40+","North West","Female","All","285","0","0","0","0","0","19","0"
"6038","Skin tumours","2013-2015","Skin cancer","Age 40+","North West","Male","All","310","0","1","0","0","1","14","0"
"6039","Skin tumours","2013-2015","Skin cancer","Age 40+","South East","Female","All","534","0","0","0","0","1","51","0"
"6040","Skin tumours","2013-2015","Skin cancer","Age 40+","South East","Male","All","552","0","0","0","1","3","38","0"
"6041","Skin tumours","2013-2015","Skin cancer","Age 40+","South West","Female","All","407","0","0","0","0","0","37","0"
"6042","Skin tumours","2013-2015","Skin cancer","Age 40+","South West","Male","All","439","0","0","0","0","0","14","0"
"6043","Skin tumours","2013-2015","Skin cancer","Age 00-59","All England","Female","All","324","2","3","0","0","2","3",".b"
"6044","Skin tumours","2013-2015","Skin cancer","Age 00-59","All England","Male","All","662","7","4","0","0","3","15",".b"
"6045","Skin tumours","2013-2015","Skin cancer","Age 60+","East of England","Female","All","176","0","0","0","0","0","7",".b"
"6046","Skin tumours","2013-2015","Skin cancer","Age 60+","East of England","Male","All","580","1","0","0","4","1","9",".b"
"6047","Skin tumours","2013-2015","Skin cancer","Age 60+","London","Female","All","141","0","3","0","1","3","1",".b"
"6048","Skin tumours","2013-2015","Skin cancer","Age 60+","London","Male","All","377","1","2","1","0","6","3",".b"
"6049","Skin tumours","2013-2015","Skin cancer","Age 60+","Midlands","Female","All","248","0","0","0","0","0","4",".b"
"6050","Skin tumours","2013-2015","Skin cancer","Age 60+","Midlands","Male","All","778","1","0","0","0","1","12",".b"
"6051","Skin tumours","2013-2015","Skin cancer","Age 60+","North East and Yorkshire","Female","All","148","1","0","0","0","0","4",".b"
"6052","Skin tumours","2013-2015","Skin cancer","Age 60+","North East and Yorkshire","Male","All","458","0","0","0","0","0","4",".b"
"6053","Skin tumours","2013-2015","Skin cancer","Age 60+","North West","Female","All","189","0","0","0","0","0","5",".b"
"6054","Skin tumours","2013-2015","Skin cancer","Age 60+","North West","Male","All","537","0","0","0","0","1","3",".b"
"6055","Skin tumours","2013-2015","Skin cancer","Age 60+","South East","Female","All","285","1","0","0","1","1","10",".b"
"6056","Skin tumours","2013-2015","Skin cancer","Age 60+","South East","Male","All","855","1","1","0","1","4","24",".b"
"6057","Skin tumours","2013-2015","Skin cancer","Age 60+","South West","Female","All","233","0","0","0","0","0","9",".b"
"6058","Skin tumours","2013-2015","Skin cancer","Age 60+","South West","Male","All","742","0","0","0","1","0","5",".b"
"6059","Skin tumours","2013-2015","Skin cancer","Age 60+","East of England","Female","All","307","0","0","0","0","0","5",".b"
"6060","Skin tumours","2013-2015","Skin cancer","Age 60+","East of England","Male","All","854","0","0","0","7","0","9",".b"
"6061","Skin tumours","2013-2015","Skin cancer","Age 60+","London","Female","All","258","2","0","0","1","0","5",".b"
"6062","Skin tumours","2013-2015","Skin cancer","Age 60+","London","Male","All","529","3","1","0","2","5","3",".b"
"6063","Skin tumours","2013-2015","Skin cancer","Age 60+","Midlands","Female","All","421","0","0","0","0","1","5",".b"
"6064","Skin tumours","2013-2015","Skin cancer","Age 60+","Midlands","Male","All","1245","1","0","0","0","0","12",".b"
"6065","Skin tumours","2013-2015","Skin cancer","Age 60+","North East and Yorkshire","Female","All","245","0","0","0","0","0","4",".b"
"6066","Skin tumours","2013-2015","Skin cancer","Age 60+","North East and Yorkshire","Male","All","653","0","0","0","0","0","6",".b"
"6067","Skin tumours","2013-2015","Skin cancer","Age 60+","North West","Female","All","300","0","0","0","0","0","1",".b"
"6068","Skin tumours","2013-2015","Skin cancer","Age 60+","North West","Male","All","649","1","0","0","0","0","3",".b"
"6069","Skin tumours","2013-2015","Skin cancer","Age 60+","South East","Female","All","573","0","0","0","0","1","22",".b"
"6070","Skin tumours","2013-2015","Skin cancer","Age 60+","South East","Male","All","1511","1","0","0","0","6","27",".b"
"6071","Skin tumours","2013-2015","Skin cancer","Age 60+","South West","Female","All","498","0","0","0","0","1","9",".b"
"6072","Skin tumours","2013-2015","Skin cancer","Age 60+","South West","Male","All","1054","1","0","0","0","1","7",".b"
"6073","Skin tumours","2013-2015","Skin cancer","All","All England","Female","All","138","3","1","0","0","1","3","0"
"6074","Skin tumours","2013-2015","Skin cancer","All","All England","Male","All","22","1","0","0","0","0","1","0"
"6075","Skin tumours","2013-2015","Skin cancer","All","All England","Female","All","275","9","10","1","0","0","11","0"
"6076","Skin tumours","2013-2015","Skin cancer","All","All England","Male","All","186","1","10","1","0","1","10","0"
"6077","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Female","All","393","1","2","0","1","2","34","0"
"6078","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Male","All","523","1","1","0","0","3","68","0"
"6079","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Female","All","298","1","0","0","0","0","11","0"
"6080","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Male","All","449","1","1","0","0","3","32","0"
"6081","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Female","All","390","0","0","0","0","0","21","0"
"6082","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Male","All","655","0","0","0","1","2","24","0"
"6083","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Female","All","415","0","0","0","0","2","14","0"
"6084","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Male","All","617","0","0","0","0","2","11","0"
"6085","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Female","All","1875","3","2","0","2","19","184","0"
"6086","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Male","All","1815","2","5","0","1","19","307","0"
"6087","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Female","All","555","0","0","0","0","0","54","0"
"6088","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Male","All","1300","0","2","0","0","5","109","0"
"6089","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Female","All","280","0","0","0","0","0","10","0"
"6090","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Male","All","1115","1","0","0","0","4","36","0"
"6091","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Female","All","3817","1","3","1","2","21","362","0"
"6092","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Male","All","1387","0","4","2","0","7","198","0"
"6093","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Female","All","1693","2","0","1","0","8","152","0"
"6094","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Male","All","912","0","2","1","1","2","80","0"
"6095","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Female","All","1289","0","1","0","1","6","81","0"
"6096","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Male","All","739","0","0","0","0","1","44","0"
"6097","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Female","All","666","0","2","0","1","1","22","0"
"6098","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Male","All","335","1","0","1","0","0","9","0"
"6099","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Female","All","121","1","0","0","0","1","6","0"
"6100","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Male","All","308","0","1","0","0","0","19","0"
"6101","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Female","All","380","0","0","0","0","1","9","0"
"6102","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Male","All","855","0","0","0","1","2","20","0"
"6103","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Female","All","286","1","0","0","1","1","15","0"
"6104","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Male","All","694","0","2","0","1","5","61","0"
"6105","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Female","All","160","1","0","0","0","1","4","0"
"6106","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Male","All","643","0","0","0","0","5","9","0"
"6107","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Female","All","836","2","3","0","0","11","51","0"
"6108","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Male","All","575","0","1","0","1","4","38","0"
"6109","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Female","All","971","4","3","0","1","5","32","0"
"6110","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Male","All","660","2","1","0","0","1","17","0"
"6111","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Female","All","341","3","0","0","0","1","9","0"
"6112","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Male","All","252","0","2","0","0","1","11","0"
"6113","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Female","All","698","3","2","0","1","8","93","2"
"6114","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Male","All","641","3","3","0","1","6","70","2"
"6115","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Female","All","706","0","3","0","2","3","47","10"
"6116","Skin tumours","2013-2015","Skin cancer","Age 25+","All England","Male","All","641","1","0","0","0","4","37","2"
"6117","Skin tumours","2014-2016","Skin cancer","All","All England","Female","All",".k",".k",".k",".k",".k",".k",".k",".k"
"6118","Skin tumours","2014-2016","Skin cancer","All","All England","Male","All",".k",".k",".k",".k",".k",".k",".k",".k"
"6119","Skin tumours","2014-2016","Skin cancer","Age 00-24","All England","Female","All","119","3","0","0","2","0","88","0"
"6120","Skin tumours","2014-2016","Skin cancer","Age 00-24","All England","Male","All","88","1","0","0","0","1","53","0"
"6121","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Female","All","168","1","1","0","0","0","55","0"
"6122","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Male","All","226","1","1","0","0","1","101","0"
"6123","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Female","All","227","2","1","0","2","3","78","0"
"6124","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Male","All","295","1","0","0","1","1","139","0"
"6125","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Female","All","206","2","0","0","0","1","55","0"
"6126","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Male","All","281","1","0","0","0","0","77","0"
"6127","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Female","All","164","1","0","0","0","0","51","0"
"6128","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Male","All","241","1","0","0","0","1","84","0"
"6129","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Female","All","197","0","0","0","0","1","145","0"
"6130","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Male","All","269","0","0","0","2","4","249","0"
"6131","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Female","All","172","0","1","0","0","0","55","0"
"6132","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Male","All","228","0","0","0","1","1","101","0"
"6133","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Female","All","192","0","0","0","1","0","52","0"
"6134","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Male","All","313","0","0","0","1","0","63","0"
"6135","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Female","All","226","0","0","0","0","1","65","0"
"6136","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Male","All","432","0","0","0","1","2","101","0"
"6137","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Female","All","199","0","0","0","0","1","33","0"
"6138","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Male","All","347","1","0","0","0","2","58","0"
"6139","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Female","All","161","0","0","0","0","0","41","0"
"6140","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Male","All","275","0","0","0","0","1","63","0"
"6141","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Female","All","206","0","0","0","0","2","116","0"
"6142","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Male","All","384","3","0","0","0","1","183","0"
"6143","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Female","All","173","0","0","0","0","1","46","0"
"6144","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Male","All","315","0","0","0","0","0","72","0"
"6145","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Female","All","269","1","0","1","0","0","49","0"
"6146","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Male","All","453","0","0","0","1","2","58","0"
"6147","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Female","All","402","0","0","0","0","1","81","0"
"6148","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Male","All","686","1","1","0","0","1","89","0"
"6149","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Female","All","334","0","0","0","1","0","46","0"
"6150","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Male","All","510","1","0","0","1","1","48","0"
"6151","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Female","All","283","0","1","0","0","1","52","0"
"6152","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Male","All","433","1","1","0","1","0","55","0"
"6153","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Female","All","368","0","0","0","0","1","130","0"
"6154","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Male","All","602","2","1","0","0","3","172","0"
"6155","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Female","All","278","0","0","0","0","2","54","0"
"6156","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Male","All","418","0","0","0","0","2","57","0"
"6157","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Female","All","319","1","1","0","0","0","56","0"
"6158","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Male","All","400","0","0","0","3","1","58","0"
"6159","Skin tumours","2014-2016","Skin cancer","Age 25+","London","Female","All","196","0","0","0","0","0","57","0"
"6160","Skin tumours","2014-2016","Skin cancer","Age 25+","London","Male","All","252","0","0","0","0","5","35","0"
"6161","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Female","All","450","1","0","0","0","2","63","0"
"6162","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Male","All","554","0","1","0","0","2","63","0"
"6163","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Female","All","349","0","0","0","0","0","42","0"
"6164","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Male","All","411","0","1","0","0","0","38","0"
