"","Cancer Site","Year","Tumour Type","Age","Region","Gender","Deprivation","Ethnicity - White","Ethnicity - Asian excl Chinese","Ethnicity - Black","Ethnicity - Chinese","Ethnicity - Mixed","Ethnicity - Other","Ethnicity - Unknown","Death Certificate Only"
"7628","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Male","All","904","0","1","0","1","1","15","0"
"7629","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Female","All","204","0","0","0","1","1","15","0"
"7630","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Male","All","1438","0","0","0","0","5","75","0"
"7631","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Female","All","206","0","0","0","0","0","9","0"
"7632","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Male","All","1075","0","0","0","0","0","30","0"
"7633","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Female","All","161","0","0","0","0","1","21","0"
"7634","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Male","All","303","0","0","0","2","4","25","0"
"7635","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Female","All","224","1","0","0","0","2","34","0"
"7636","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Male","All","517","2","0","0","0","1","56","0"
"7637","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Female","All","204","0","0","1","0","0","18","0"
"7638","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Male","All","430","2","0","0","1","0","43","0"
"7639","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Female","All","165","0","2","0","1","1","9","0"
"7640","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Male","All","336","1","0","1","1","2","16","0"
"7641","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Female","All","215","0","0","0","0","2","41","0"
"7642","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Male","All","457","3","0","2","1","5","92","0"
"7643","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Female","All","222","1","0","0","0","1","24","0"
"7644","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Male","All","440","0","0","0","0","1","40","0"
"7645","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Female","All","303","1","0","0","3","2","19","0"
"7646","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Male","All","610","1","0","0","5","6","14","0"
"7647","Skin tumours","2016-2018","Skin cancer","Age 40+","London","Female","All","184","1","0","0","1","4","8","0"
"7648","Skin tumours","2016-2018","Skin cancer","Age 40+","London","Male","All","319","0","0","0","1","10","14","0"
"7649","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Female","All","476","0","2","0","0","0","35","0"
"7650","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Male","All","943","2","0","0","2","5","44","0"
"7651","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Female","All","369","2","0","0","0","0","21","0"
"7652","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Male","All","740","0","1","0","1","3","28","0"
"7653","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Female","All","317","0","1","0","0","1","14","0"
"7654","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Male","All","652","0","0","0","1","1","19","0"
"7655","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Female","All","453","1","0","0","0","3","61","0"
"7656","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Male","All","888","1","1","0","0","6","103","0"
"7657","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Female","All","452","0","0","0","1","0","21","0"
"7658","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Male","All","755","1","0","0","0","0","38","0"
"7659","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Female","All","689","2","0","0","6","5","34","0"
"7660","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Male","All","796","0","1","0","2","2","26","0"
"7661","Skin tumours","2016-2018","Skin cancer","Age 40+","London","Female","All","470","1","0","2","2","5","18","0"
"7662","Skin tumours","2016-2018","Skin cancer","Age 40+","London","Male","All","495","1","2","1","0","6","17","0"
"7663","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Female","All","1066","1","0","1","2","0","34","0"
"7664","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Male","All","1154","0","0","0","0","1","42","0"
"7665","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Female","All","788","2","1","0","0","0","26","0"
"7666","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Male","All","983","1","0","0","0","1","24","0"
"7667","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Female","All","706","1","0","0","1","1","19","0"
"7668","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Male","All","767","0","2","0","0","1","7","0"
"7669","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Female","All","1063","1","0","0","1","10","97","0"
"7670","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Male","All","1296","0","0","1","2","6","79","0"
"7671","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Female","All","974","0","0","0","1","2","32","1"
"7672","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Male","All","969","0","1","0","0","0","35","0"
"7673","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Female","All","155","0","0","1","1","1","14","0"
"7674","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Male","All","195","1","0","0","0","1","23","0"
"7675","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Female","All","176","0","0","0","0","0","24","0"
"7676","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Male","All","320","0","1","0","1","1","31","0"
"7677","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Female","All","183","0","1","2","1","2","16","0"
"7678","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Male","All","252","0","0","0","0","1","30","0"
"7679","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Female","All","169","0","0","0","1","0","9","0"
"7680","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Male","All","181","0","0","0","1","0","16","0"
"7681","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Female","All","243","0","1","0","0","2","43","0"
"7682","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Male","All","303","1","1","0","0","2","76","0"
"7683","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Female","All","220","0","0","0","0","2","23","0"
"7684","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Male","All","249","0","0","0","0","0","28","0"
"7685","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Female","All","212","0","0","0","0","1","12","0"
"7686","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Male","All","328","0","0","0","1","2","19","0"
"7687","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Female","All","315","1","0","0","1","0","20","0"
"7688","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Male","All","465","2","0","0","0","4","43","0"
"7689","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Female","All","221","0","0","0","0","1","11","0"
"7690","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Male","All","387","0","0","0","1","2","21","0"
"7691","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Female","All","215","0","0","0","0","0","17","0"
"7692","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Male","All","323","0","0","0","0","0","12","0"
"7693","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Female","All","334","0","0","2","0","1","63","0"
"7694","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Male","All","491","1","0","0","0","2","63","0"
"7695","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Female","All","284","0","0","0","0","0","21","0"
"7696","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Male","All","421","0","0","0","0","1","32","0"
"7697","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Female","All","354","0","0","0","2","1","20","0"
"7698","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Male","All","386","0","1","0","1","2","13","0"
"7699","Skin tumours","2016-2018","Skin cancer","Age 40+","London","Female","All","222","0","0","0","0","5","10","0"
"7700","Skin tumours","2016-2018","Skin cancer","Age 40+","London","Male","All","246","1","0","0","0","4","15","0"
"7701","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Female","All","468","1","0","0","0","2","30","1"
"7702","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Male","All","486","0","0","0","1","1","10","0"
"7703","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Female","All","386","0","0","0","0","0","18","0"
"7704","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Male","All","424","0","0","0","0","0","9","0"
"7705","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Female","All","295","0","1","1","0","1","10","0"
"7706","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Male","All","351","0","1","0","0","0","9","0"
"7707","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Female","All","645","0","0","0","0","9","58","0"
"7708","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Male","All","613","1","0","0","0","2","36","0"
"7709","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Female","All","427","0","0","0","0","1","19","0"
"7710","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Male","All","454","0","1","0","0","2","15","0"
"7711","Skin tumours","2016-2018","Skin cancer","Age 00-59","All England","Female","All","372","1","2","0","1","3","12",".b"
"7712","Skin tumours","2016-2018","Skin cancer","Age 00-59","All England","Male","All","739","8","2","0","0","11","27",".b"
"7713","Skin tumours","2016-2018","Skin cancer","Age 60+","East of England","Female","All","186","0","0","0","0","0","8",".b"
"7714","Skin tumours","2016-2018","Skin cancer","Age 60+","East of England","Male","All","669","1","0","0","5","3","23",".b"
"7715","Skin tumours","2016-2018","Skin cancer","Age 60+","London","Female","All","163","2","0","0","0","3","4",".b"
"7716","Skin tumours","2016-2018","Skin cancer","Age 60+","London","Male","All","410","1","1","0","0","5","8",".b"
"7717","Skin tumours","2016-2018","Skin cancer","Age 60+","Midlands","Female","All","256","0","0","0","0","0","6",".b"
"7718","Skin tumours","2016-2018","Skin cancer","Age 60+","Midlands","Male","All","929","1","0","0","2","3","15",".b"
"7719","Skin tumours","2016-2018","Skin cancer","Age 60+","North East and Yorkshire","Female","All","259","0","0","0","0","0","5",".b"
"7720","Skin tumours","2016-2018","Skin cancer","Age 60+","North East and Yorkshire","Male","All","851","1","0","0","1","1","10",".b"
"7721","Skin tumours","2016-2018","Skin cancer","Age 60+","North West","Female","All","215","0","0","0","0","0","4",".b"
"7722","Skin tumours","2016-2018","Skin cancer","Age 60+","North West","Male","All","625","0","0","0","0","0","3",".b"
"7723","Skin tumours","2016-2018","Skin cancer","Age 60+","South East","Female","All","326","2","0","0","0","0","21",".b"
"7724","Skin tumours","2016-2018","Skin cancer","Age 60+","South East","Male","All","1055","2","0","0","0","0","32",".b"
"7725","Skin tumours","2016-2018","Skin cancer","Age 60+","South West","Female","All","303","0","0","0","0","1","3",".b"
"7726","Skin tumours","2016-2018","Skin cancer","Age 60+","South West","Male","All","1036","0","0","0","0","0","18",".b"
"7727","Skin tumours","2016-2018","Skin cancer","Age 60+","East of England","Female","All","399","0","0","0","1","2","3",".b"
"7728","Skin tumours","2016-2018","Skin cancer","Age 60+","East of England","Male","All","1140","0","0","0","4","2","18",".b"
"7729","Skin tumours","2016-2018","Skin cancer","Age 60+","London","Female","All","269","2","0","0","1","3","5",".b"
"7730","Skin tumours","2016-2018","Skin cancer","Age 60+","London","Male","All","669","2","0","0","0","12","6",".b"
"7731","Skin tumours","2016-2018","Skin cancer","Age 60+","Midlands","Female","All","525","2","0","0","0","1","8",".b"
"7732","Skin tumours","2016-2018","Skin cancer","Age 60+","Midlands","Male","All","1598","2","1","0","1","3","25",".b"
"7733","Skin tumours","2016-2018","Skin cancer","Age 60+","North East and Yorkshire","Female","All","425","0","1","0","1","0","6",".b"
"7734","Skin tumours","2016-2018","Skin cancer","Age 60+","North East and Yorkshire","Male","All","1239","1","0","0","1","2","16",".b"
"7735","Skin tumours","2016-2018","Skin cancer","Age 60+","North West","Female","All","368","0","1","0","0","0","3",".b"
"7736","Skin tumours","2016-2018","Skin cancer","Age 60+","North West","Male","All","909","0","0","1","0","1","7",".b"
"7737","Skin tumours","2016-2018","Skin cancer","Age 60+","South East","Female","All","631","0","1","0","1","0","25",".b"
"7738","Skin tumours","2016-2018","Skin cancer","Age 60+","South East","Male","All","1754","2","0","0","4","10","60",".b"
"7739","Skin tumours","2016-2018","Skin cancer","Age 60+","South West","Female","All","616","0","0","0","0","3","7",".b"
"7740","Skin tumours","2016-2018","Skin cancer","Age 60+","South West","Male","All","1641","0","0","0","0","1","10",".b"
"7741","Skin tumours","2016-2018","Skin cancer","All","All England","Female","All","143","3","0","1","1","2","6","0"
"7742","Skin tumours","2016-2018","Skin cancer","All","All England","Male","All","16","0","0","0","0","2","0","0"
"7743","Skin tumours","2016-2018","Skin cancer","All","All England","Female","All","358","4","16","0","2","3","18","0"
"7744","Skin tumours","2016-2018","Skin cancer","All","All England","Male","All","208","2","10","1","1","2","15","0"
"7745","Skin tumours","2016-2018","Skin cancer","Age 25+","All England","Female","All","458","0","0","0","0","4","47","0"
"7746","Skin tumours","2016-2018","Skin cancer","Age 25+","All England","Male","All","524","2","1","0","0","7","77","0"
"7747","Skin tumours","2016-2018","Skin cancer","Age 25+","All England","Female","All","272","1","1","0","0","2","20","0"
"7748","Skin tumours","2016-2018","Skin cancer","Age 25+","All England","Male","All","452","0","0","0","0","4","32","0"
"7749","Skin tumours","2016-2018","Skin cancer","Age 25+","All England","Female","All","422","0","0","0","0","1","19","0"
"7750","Skin tumours","2016-2018","Skin cancer","Age 25+","All England","Male","All","681","1","0","0","0","4","25","0"
